source,target,weight
6767,897,2
5,1388,2
631,1198,1
16795,11259,1
1005,829,1
6195,22330,1
347,2967,1
1387,10561,2
985,677,1
17300,15,1
13,720,2
800,458,1
2619,410,1
583,1418,1
1387,40,1
1084,16795,2
985,603,1
873,2262,2
862,19,5
1038,22196,1
5,4111,1
1104,1210,1
16,24,1
180,931,1
1132,3613,1
6692,458,1
3008,164,1
33,39,2
289,150,1
985,1003,2
1039,10956,1
331,1531,2
6195,683,1
1420,3785,1
1038,46,2
294,714,2
512,337,1
148,3717,1
60,109,1
1038,1005,1
281,1078,2
410,26,1
3183,1108,1
762,1039,1
131,472,1
1025,4083,2
11,2805,1
417,520,1
42,353,1
826,583,1
2448,16492,1
1386,2251,1
4102,1387,1
405,355,1
430,8519,1
800,2919,1
989,903,1
1084,3508,1
410,276,1
631,873,2
458,839,1
273,995,1
338,1039,1
86,820,1
418,641,1
4083,19164,1
1123,1148,1
714,1032,1
1039,991,1
410,4271,1
252,3522,1
276,510,1
800,4330,2
72,66,1
366,3368,1
130,24898,1
506,4102,1
931,2793,1
273,543,1
6574,4554,1
3057,41,1
367,76,1
15,39,1
1039,8023,1
46,4150,2
130,36745,1
148,3008,2
862,6692,2
430,18950,1
162,1162,1
142,134,1
79,2,4
86,978,1
333,366,1
989,899,1
60,257,1
1025,8970,2
29,350,1
332,4093,1
5,9007,1
355,1027,1
1025,237,1
6767,993,1
1386,2331,1
16,8,1
379,3008,1
416,1105,1
164,677,2
714,7185,1
330,16,1
1003,60,1
985,16795,1
800,416,1
410,1038,3
621,367,1
410,6600,3
1010,641,1
800,38290,1
1147,1397,2
618,3524,1
1050,681,1
5,2250,2
405,2814,1
276,38290,2
681,1533,5
332,380,1
366,2867,1
2969,1290,1
13,1532,1
631,358,2
11008,2921,1
1082,9202,1
398,2919,1
86,39,1
289,595,1
172,543,1
1408,862,2
1005,1105,1
1429,10643,1
82,1775,1
1038,11596,1
8590,15,1
583,1165,1
6574,38561,1
41,641,1
1429,5862,1
33,80,3
931,1071,1
417,347,2
5,13,1
862,5174,1
1421,1154,1
583,415,2
415,199,1
1025,2250,4
969,1020,1
458,4558,1
398,46,1
1387,10348,2
289,1074,1
1025,1390,1
720,618,1
931,940,1
1387,1210,1
800,1408,2
749,2250,1
506,2239,2
398,4153,1
27,41,1
762,1028,1
800,380,1
148,991,2
33,1306,1
40,3911,1
398,1039,1
873,6321,1
506,1385,3
252,1103,1
800,2254,1
405,1181,1
416,1415,1
862,14888,1
762,2814,1
631,798,1
355,416,1
1390,2251,1
4083,607,1
1390,4750,1
27,2288,1
130,496,1
6195,22302,1
355,3008,1
18075,506,1
180,641,1
13,331,2
1071,7042,1
289,337,1
289,2796,1
367,134,1
984,991,1
985,349,3
714,144,1
332,4102,1
866,630,1
38,83,1
422,862,1
368,7971,1
430,2457,1
1390,24361,1
985,1110,1
405,543,1
33,8,1
1039,2814,1
148,1027,1
11913,417,1
337,2964,1
631,1150,1
1005,276,1
5,29095,1
39,1084,1
1237,2413,1
2722,6643,1
131,82,1
472,1531,1
1415,1104,1
897,1084,1
130,7169,1
1123,3884,1
355,971,1
6574,8970,2
86,52,1
29,641,2
1038,1388,2
46,862,1
18,234,1
337,1010,1
281,29,1
39,119,1
1627,1386,1
366,1531,1
720,417,1
410,367,1
3,6890,1
800,4331,1
1041,116,1
13,1075,2
940,337,1
543,4529,1
714,585,1
931,350,1
40,826,1
1038,15374,1
244,762,1
506,2790,1
5,2790,2
162,3911,2
289,1148,1
6195,19164,1
410,430,3
1162,3508,1
18,127,1
984,931,1
399,698,1
3008,1071,1
1123,603,1
15,42,2
131,29,1
506,21331,2
162,995,1
1084,5648,1
281,1020,1
1038,4333,1
167,30,1
150,5648,1
148,1028,2
897,331,1
416,2239,1
162,618,1
6195,416,2
405,1071,2
410,134,2
405,430,1
24,38,1
148,352,7
31,1042,2
290,1080,1
180,1010,1
5,40,1
281,1028,1
290,3911,1
7042,1159,1
58,543,1
618,1158,1
631,399,1
289,164,1
416,2251,1
862,1105,1
855,7042,1
23826,2643,1
6195,1408,1
1038,1429,1
8428,750,1
1533,2464,1
23826,206,1
46,2239,2
1050,366,1
583,984,2
142,606,1
506,19,1
762,3688,1
12,4750,2
164,873,1
281,276,1
873,355,2
358,991,1
162,40,1
2288,358,1
1032,6699,1
458,399,1
1010,991,1
750,2967,1
42,1023,1
29,2964,1
537,29,1
749,22294,1
985,124,1
15,25,1
985,972,1
289,273,1
16,48,1
621,237,1
800,46,1
1041,585,1
1025,2655,1
2722,4102,1
1095,10867,1
31,244,1
13,940,2
131,79,1
985,1219,1
2722,2239,1
418,631,1
1390,4103,1
180,899,2
985,358,1
244,1564,1
2,257,1
1071,1088,1
862,4554,2
800,2331,2
614,630,1
410,3911,2
337,9562,1
221,237,1
19,4103,1
873,1032,1
1038,4102,2
4772,2580,1
46,510,1
1387,416,1
281,641,1
41,24,1
1003,162,1
44,29228,1
14583,3368,1
148,399,1
79,6163,1
1627,408,1
800,1307,1
2462,12,1
15,851,1
1003,417,1
130,749,2
750,1397,1
862,4093,1
31,202,1
398,2155,1
897,4032,1
533,2,1
31,159,1
1390,11961,1
16,114,1
826,595,1
162,3525,1
1237,29831,1
276,506,1
5,800,1
596,11,1
252,1408,3
749,1253,1
931,873,1
931,991,1
398,4097,1
276,2919,1
252,265,1
583,595,1
46,237,1
631,1039,2
86,30,1
338,33,1
162,6414,1
862,22294,1
1627,3037,1
4255,2251,1
82,1269,1
131,10948,1
1003,2288,1
31,1220,1
595,2067,1
416,22294,1
3,17,1
416,44223,1
366,1176,1
583,1162,1
281,2964,2
410,385,1
86,108,1
985,1132,1
631,19447,1
289,3205,1
6195,49939,1
1387,2919,2
368,434,1
762,265,1
232,2867,1
276,22294,1
897,10496,1
631,418,1
2503,995,1
984,22,1
358,1123,1
244,142,1
366,629,1
150,8568,1
27,3302,1
1387,1429,2
13,618,1
1123,1191,1
232,430,1
164,2451,1
621,2448,1
6195,22275,1
2619,4102,1
1050,1444,1
398,862,1
1095,10868,1
5,4172,1
2288,2793,1
714,537,1
3234,44,1
27,15,1
2288,399,1
379,358,2
150,6600,1
405,1045,1
39,3205,1
1132,1078,1
1010,826,1
862,4171,1
180,1148,1
148,1060,1
150,1532,1
418,720,1
4083,26789,1
1108,1532,1
